State,year_month,abortions_per_1000_women_ages_1544,birth_rate_per_1000_women_1544,women_1544_pop,months_since_dobbs,telehealth_share,shield_law_state,shield_law_access,gestational_limit_weeks,single_mothers_median_monthly_income,infant_child_care_cost_burden,snap_participation_rate.x,tanf _apps_per_1000,tanf_apps,tanf_one_parent_per1000_women_1544,medicaid_expansion_status,medicaid_abortion_funding_restrictions,RPP_all_items,state_unemployment_rate,minimum_wage,census_region,CPI,ban_state,policy_group.x,shield_group,tanf_resid,snap_resid,snap_participation_rate,policy_group.y,policy_group
RI,2022_10,1.48,4.1,215989,3,9%,0,0,24,2436,47,12.74%,2.45,529,10.8,1,1,104.453,2.9,12.25,Northeast,308.001,0,Non-Restrictive,No Shield Law,3.141116269,0.010755822,0.1274,Permissive,Permissive
RI,2022_11,0.97,3.91,215989,4,19%,0,0,24,2436,47,12.87%,2.44,527,10.64,1,1,104.453,2.9,12.25,Northeast,308.394,0,Non-Restrictive,No Shield Law,2.968586733,0.012024393,0.1287,Permissive,Permissive
RI,2022_12,1.11,3.88,215989,5,13%,0,0,24,2436,47,12.97%,2.57,555,10.65,1,1,104.453,2.3,12.25,Northeast,308.15,0,Non-Restrictive,No Shield Law,2.986365886,0.013043906,0.1297,Permissive,Permissive
RI,2023_01,1.34,3.74,"217,057",6,14%,0,0,24,3487,40,13.00%,2.80,607,10.64,1,1,102.065,3.5,13,Northeast,310.323,0,Non-Restrictive,No Shield Law,3.815892462,0.013597497,0.13,Permissive,Permissive
RI,2023_02,1.15,3.11,"217,057",7,16%,0,0,24,3487,40,13.06%,2.65,575,10.36,1,1,102.065,3.8,13,Northeast,311.986,0,Non-Restrictive,No Shield Law,3.482873076,0.014064505,0.1306,Permissive,Permissive
RI,2023_03,1.57,3.67,"217,057",8,18%,0,0,24,3487,40,13.05%,2.82,612,10.4,1,1,102.065,3.1,13,Northeast,311.243,0,Non-Restrictive,No Shield Law,3.546561232,0.014023924,0.1305,Permissive,Permissive
RI,2023_04,1.01,3.59,"217,057",9,14%,0,0,24,3487,40,13.02%,2.88,625,10.37,1,1,102.065,2.3,13,Northeast,311.848,0,Non-Restrictive,No Shield Law,3.497272761,0.013675542,0.1302,Permissive,Permissive
RI,2023_05,1.15,3.86,"217,057",10,20%,0,0,24,3487,40,13.07%,3.06,665,10.71,1,1,102.065,2.5,13,Northeast,312.241,0,Non-Restrictive,No Shield Law,3.824743225,0.014144113,0.1307,Permissive,Permissive
RI,2023_06,1.2,4.15,"217,057",11,23%,0,0,24,3487,40,13.07%,2.83,614,10.99,1,1,102.065,2.5,13,Northeast,313.329,0,Non-Restrictive,No Shield Law,4.070055857,0.014057104,0.1307,Permissive,Permissive
RI,2023_07,1.06,3.93,"217,057",12,35%,0,0,24,3487,40,13.01%,2.44,530,10.98,1,1,102.065,2.6,13,Northeast,313.952,0,Non-Restrictive,No Shield Law,4.040193514,0.013407282,0.1301,Permissive,Permissive
RI,2023_08,1.15,4.19,"217,057",13,24%,0,0,24,3487,40,13.03%,2.21,479,11.13,1,1,102.065,3.3,13,Northeast,315.441,0,Non-Restrictive,No Shield Law,4.142721557,0.013488205,0.1303,Permissive,Permissive
RI,2023_09,1.2,3.61,"217,057",14,19%,0,0,24,3487,40,13.00%,2.06,448,11.24,1,1,102.065,2.6,13,Northeast,316.373,0,Non-Restrictive,No Shield Law,4.223007746,0.013113672,0.13,Permissive,Permissive
RI,2023_10,1.24,3.89,"217,057",15,22%,0,0,24,3487,40,12.99%,1.60,347,11.37,1,1,102.065,3,13,Northeast,316.3,0,Non-Restrictive,No Shield Law,4.355335115,0.01301951,0.1299,Permissive,Permissive
RI,2023_11,1.38,3.86,"217,057",16,20%,0,0,24,3487,40,13.03%,1.53,333,11.55,1,1,102.065,3.3,13,Northeast,316.252,0,Non-Restrictive,No Shield Law,4.53686544,0.013423349,0.1303,Permissive,Permissive
RI,2023_12,1.29,3.57,"217,057",17,21%,0,0,24,3487,40,13.03%,1.26,274,11.31,1,1,102.065,3.4,13,Northeast,316.143,0,Non-Restrictive,No Shield Law,4.300340553,0.013432066,0.1303,Permissive,Permissive
RI,2024_01,1.44,3.66,222282,18,25%,0,0,24,3261,47,12.94%,2.65,588,11.01,1,1,102.28,4.6,14,Northeast,318.133,0,Non-Restrictive,No Shield Law,3.855072873,0.012334446,0.1294,Permissive,Permissive
RI,2024_02,1.3,3.39,222282,19,31%,0,0,24,3261,47,13.01%,2.43,540,10.88,1,1,102.28,5,14,Northeast,319.577,0,Non-Restrictive,No Shield Law,3.679035596,0.012918967,0.1301,Permissive,Permissive
RI,2024_03,1.35,3.95,222282,20,20%,0,0,24,3261,47,12.99%,2.62,583,10.91,1,1,102.28,4.3,14,Northeast,321.741,0,Non-Restrictive,No Shield Law,3.640043443,0.01254591,0.1299,Permissive,Permissive
RI,2024_04,1.35,3.65,222282,21,17%,0,0,24,3261,47,13.01%,2.84,632,11.05,1,1,102.28,3.7,14,Northeast,323.035,0,Non-Restrictive,No Shield Law,3.738788431,0.012642427,0.1301,Permissive,Permissive
RI,2024_05,1.39,3.94,222282,22,26%,0,0,24,3261,47,13.01%,2.93,652,11.22,1,1,102.28,4.1,14,Northeast,324.439,0,Non-Restrictive,No Shield Law,3.864026424,0.012530148,0.1301,Permissive,Permissive
RI,2024_06,1.44,3.59,222282,23,25%,1,0,24,3261,47,13.02%,2.70,600,11.36,1,1,102.28,4.1,14,Northeast,325.271,0,Non-Restrictive,Shield Law State,3.977500791,0.012563612,0.1302,Permissive,Permissive
RI,2024_07,1.48,3.88,222282,24,27%,1,0,24,3261,47,13.02%,3.06,681,12.03,1,1,102.28,4.7,14,Northeast,325.339,0,Non-Restrictive,Shield Law State,4.64533283,0.012558174,0.1302,Permissive,Permissive
RI,2024_08,1.57,4.08,222282,25,20%,1,0,24,3261,47,13.07%,2.48,551,12.44,1,1,102.28,5,14,Northeast,326.14,0,Non-Restrictive,Shield Law State,5.029795531,0.012994117,0.1307,Permissive,Permissive
RI,2024_09,1.35,3.98,222282,26,20%,1,0,24,3261,47,13.11%,2.57,571,12.85,1,1,102.28,3.9,14,Northeast,327.156,0,Non-Restrictive,Shield Law State,5.407403652,0.013312867,0.1311,Permissive,Permissive
RI,2024_10,1.44,3.92,222282,27,19%,1,0,24,3261,47,13.02%,2.55,567,13.18,1,1,102.28,4.1,14,Northeast,327.421,0,Non-Restrictive,Shield Law State,5.728954983,0.012391674,0.1302,Permissive,Permissive
RI,2024_11,1.57,3.42,222282,28,26%,1,0,24,3261,47,12.99%,2.26,503,13.2,1,1,102.28,4.5,14,Northeast,327.277,0,Non-Restrictive,Shield Law State,5.753545958,0.01210319,0.1299,Permissive,Permissive
RI,2024_12,1.57,3.57,222282,29,31%,1,0,24,3261,47,13.32%,1.53,340,13.05,1,1,102.28,4.2,14,Northeast,327.24,0,Non-Restrictive,Shield Law State,5.604725583,0.015406149,0.1332,Permissive,Permissive
SC,2022_04,0.68,4.52,1014941,-3,0%,0,0,22,2537,35,11.73%,2.57,2607,2.56,1,1,93.342,2.6,7.25,South,279.879,0,Non-Restrictive,No Shield Law,0.026229669,0.004893249,0.1173,Severely Restrictive,Severely Restrictive
SC,2022_05,0.62,4.52,1014941,-2,0%,0,0,22,2537,35,11.75%,3.04,3081,2.41,1,1,93.342,2.9,7.25,South,283.307,0,Non-Restrictive,No Shield Law,-0.233061043,0.004819108,0.1175,Severely Restrictive,Severely Restrictive
SC,2022_06,0.48,4.61,1014941,-1,0%,0,0,22,2537,35,11.89%,3.46,3512,2.43,1,1,93.342,3.5,7.25,South,287.427,0,Non-Restrictive,No Shield Law,-0.34441394,0.005889627,0.1189,Severely Restrictive,Severely Restrictive
SC,2022_07,0.18,4.94,1014941,0,0%,0,0,22,2537,35,11.80%,3.40,3448,2.46,1,1,93.342,3.3,7.25,South,287.608,0,Non-Restrictive,No Shield Law,-0.320184541,0.004975152,0.118,Severely Restrictive,Severely Restrictive
SC,2022_08,0.35,5.47,1014941,1,0%,0,0,22,2537,35,11.80%,4.12,4181,2.49,1,1,93.342,3.4,7.25,South,287.168,0,Non-Restrictive,No Shield Law,-0.276156561,0.005010339,0.118,Severely Restrictive,Severely Restrictive
SC,2022_09,0.78,4.75,1014941,2,0%,0,0,22,2537,35,11.72%,3.86,3913,2.5,1,1,93.342,3,7.25,South,287.656,0,Non-Restrictive,No Shield Law,-0.281714866,0.004171313,0.1172,Severely Restrictive,Severely Restrictive
SC,2022_10,0.82,4.66,1014941,3,0%,0,0,22,2537,35,11.67%,3.54,3594,2.43,1,1,93.342,3.3,7.25,South,288.836,0,Non-Restrictive,No Shield Law,-0.389335356,0.003576947,0.1167,Severely Restrictive,Severely Restrictive
SC,2022_11,0.82,4.79,1014941,4,0%,0,0,22,2537,35,11.58%,3.12,3167,2.41,1,1,93.342,2.9,7.25,South,288.991,0,Non-Restrictive,No Shield Law,-0.41427703,0.002664552,0.1158,Severely Restrictive,Severely Restrictive
SC,2022_12,0.84,5.07,1014941,5,0%,0,0,22,2537,35,11.40%,2.75,2796,2.32,1,1,93.342,2.9,7.25,South,288.205,0,Non-Restrictive,No Shield Law,-0.479217958,0.000927409,0.114,Severely Restrictive,Severely Restrictive
SC,2023_01,0.96,4.69,"1,034,961",6,0%,0,0,22,2684,28,11.12%,3.08,3184,2.04,1,1,93.477,3.4,7.25,South,290.438,0,Non-Restrictive,No Shield Law,-0.881787158,-0.002075327,0.1112,Severely Restrictive,Severely Restrictive
SC,2023_02,0.97,4.11,"1,034,961",7,0%,0,0,22,2684,28,11.17%,3.15,3261,2.1,1,1,93.477,3.5,7.25,South,292.285,0,Non-Restrictive,No Shield Law,-0.880672789,-0.001723033,0.1117,Severely Restrictive,Severely Restrictive
SC,2023_03,1.05,4.66,"1,034,961",8,0%,0,0,22,2684,28,11.56%,3.07,3174,2.09,1,1,93.477,3,7.25,South,293.358,0,Non-Restrictive,No Shield Law,-0.92488193,0.002091158,0.1156,Severely Restrictive,Severely Restrictive
SC,2023_04,0.92,4.23,"1,034,961",9,0%,0,0,22,2684,28,11.67%,2.46,2543,2.06,1,1,93.477,2.2,7.25,South,295.315,0,Non-Restrictive,No Shield Law,-1.017274556,0.003034654,0.1167,Severely Restrictive,Severely Restrictive
SC,2023_05,0.86,4.57,"1,034,961",10,0%,0,0,22,2684,28,11.85%,3.02,3122,2.07,1,1,93.477,2.7,7.25,South,295.889,0,Non-Restrictive,No Shield Law,-1.025574692,0.004788751,0.1185,Severely Restrictive,Severely Restrictive
SC,2023_06,0.9,4.81,"1,034,961",11,0%,0,0,22,2684,28,11.80%,3.20,3308,2.16,1,1,93.477,3.2,7.25,South,296.789,0,Non-Restrictive,No Shield Law,-0.964268286,0.004216777,0.118,Severely Restrictive,Severely Restrictive
SC,2023_07,1.02,4.64,"1,034,961",12,18%,0,0,22,2684,28,11.66%,2.92,3025,2.1,1,1,93.477,3,7.25,South,297.279,0,Non-Restrictive,No Shield Law,-1.039890354,0.002777591,0.1166,Severely Restrictive,Severely Restrictive
SC,2023_08,0.93,5.01,"1,034,961",13,21%,0,0,22,2684,28,11.69%,3.24,3355,2.25,1,1,93.477,2.8,7.25,South,298.975,0,Non-Restrictive,No Shield Law,-0.943961838,0.00294196,0.1169,Severely Restrictive,Severely Restrictive
SC,2023_09,0.34,4.9,"1,034,961",14,54%,0,0,6,2684,28,11.38%,3.26,3377,2.31,1,1,93.477,2.8,7.25,South,299.657,0,Non-Restrictive,No Shield Law,-0.905705206,-0.00021258,0.1138,Severely Restrictive,Severely Restrictive
SC,2023_10,0.43,4.79,"1,034,961",15,55%,0,0,6,2684,28,11.08%,2.65,2743,2.31,1,1,93.477,3.2,7.25,South,299.394,0,Non-Restrictive,No Shield Law,-0.8973203,-0.003191548,0.1108,Severely Restrictive,Severely Restrictive
SC,2023_11,0.43,4.73,"1,034,961",16,61%,0,0,6,2684,28,10.83%,2.58,2666,2.4,1,1,93.477,3.1,7.25,South,298.93,0,Non-Restrictive,No Shield Law,-0.792527159,-0.005654441,0.1083,Severely Restrictive,Severely Restrictive
SC,2023_12,0.46,4.64,"1,034,961",17,58%,0,0,6,2684,28,10.77%,2.18,2256,2.42,1,1,93.477,3.2,7.25,South,298.754,0,Non-Restrictive,No Shield Law,-0.766915967,-0.006240366,0.1077,Severely Restrictive,Severely Restrictive
SC,2024_01,0.55,4.6,1059353,18,48%,0,0,6,2959,29,10.52%,2.66,2820,2.32,1,1,93.749,3.7,7.25,South,300.421,0,Non-Restrictive,No Shield Law,-1.023578432,-0.008922356,0.1052,Severely Restrictive,Severely Restrictive
SC,2024_02,0.49,4.24,1059353,19,46%,0,0,6,2959,29,10.50%,2.87,3042,2.38,1,1,93.749,4,7.25,South,303.144,0,Non-Restrictive,No Shield Law,-1.050392495,-0.009340118,0.105,Severely Restrictive,Severely Restrictive
SC,2024_03,0.56,4.5,1059353,20,47%,0,0,6,2959,29,10.52%,2.56,2711,2.31,1,1,93.749,3.7,7.25,South,304.49,0,Non-Restrictive,No Shield Law,-1.163305359,-0.009247759,0.1052,Severely Restrictive,Severely Restrictive
SC,2024_04,0.48,4.31,1059353,21,51%,0,0,6,2959,29,10.50%,2.45,2598,2.23,1,1,93.749,3.2,7.25,South,305.104,0,Non-Restrictive,No Shield Law,-1.262880767,-0.009496861,0.105,Severely Restrictive,Severely Restrictive
SC,2024_05,0.54,4.56,1059353,22,47%,0,0,6,2959,29,10.52%,2.88,3056,2.32,1,1,93.749,3.8,7.25,South,305.296,0,Non-Restrictive,No Shield Law,-1.179002067,-0.009312215,0.1052,Severely Restrictive,Severely Restrictive
SC,2024_06,0.48,4.5,1059353,23,55%,0,0,6,2959,29,10.58%,2.78,2943,2.39,1,1,93.749,4.7,7.25,South,305.357,0,Non-Restrictive,No Shield Law,-1.110946855,-0.008717094,0.1058,Severely Restrictive,Severely Restrictive
SC,2024_07,0.53,5.04,1059353,24,57%,0,0,6,2959,29,10.60%,3.06,3246,2.37,1,1,93.749,4.9,7.25,South,305.819,0,Non-Restrictive,No Shield Law,-1.145676233,-0.00855404,0.106,Severely Restrictive,Severely Restrictive
SC,2024_08,0.52,5.16,1059353,25,62%,0,0,6,2959,29,10.67%,3.23,3427,2.46,1,1,93.749,4.9,7.25,South,305.761,0,Non-Restrictive,No Shield Law,-1.053827091,-0.007849402,0.1067,Severely Restrictive,Severely Restrictive
SC,2024_09,0.51,4.56,1059353,26,61%,0,0,6,2959,29,10.62%,2.93,3102,2.49,1,1,93.749,4.2,7.25,South,306.078,0,Non-Restrictive,No Shield Law,-1.033933612,-0.008374753,0.1062,Severely Restrictive,Severely Restrictive
SC,2024_10,0.58,4.76,1059353,27,61%,0,0,6,2959,29,11.03%,3.21,3398,2.53,1,1,93.749,4.4,7.25,South,306.889,0,Non-Restrictive,No Shield Law,-1.019789728,-0.004339609,0.1103,Severely Restrictive,Severely Restrictive
SC,2024_11,0.62,4.4,1059353,28,65%,0,0,6,2959,29,12.77%,2.59,2745,2.57,1,1,93.749,4.2,7.25,South,306.877,0,Non-Restrictive,No Shield Law,-0.979407147,0.01306135,0.1277,Severely Restrictive,Severely Restrictive
SC,2024_12,0.67,4.86,1059353,29,73%,0,0,6,2959,29,12.66%,2.68,2841,2.51,1,1,93.749,4,7.25,South,307.007,0,Non-Restrictive,No Shield Law,-1.043551777,0.011950954,0.1266,Severely Restrictive,Severely Restrictive
SD,2022_04,0.12,5.47,168448,-3,0%,0,0,22,2637,23,7.70%,1.16,195,1.51,1,1,87.851,1.9,9.95,Midwest,268.639,0,Restrictive,No Shield Law,1.424301005,-0.03352518,0.077,Total Ban,Total Ban
SD,2022_05,0.24,5.94,168448,-2,0%,0,0,22,2637,23,7.75%,1.59,268,1.6,1,1,87.851,1.8,9.95,Midwest,272.673,0,Restrictive,No Shield Law,1.38568994,-0.033347783,0.0775,Total Ban,Total Ban
SD,2022_06,0.18,5.92,168448,-1,0%,0,0,22,2637,23,7.82%,1.64,277,1.63,1,1,87.851,2,9.95,Midwest,277.072,0,Restrictive,No Shield Law,1.275442029,-0.032999576,0.0782,Total Ban,Total Ban
SD,2022_07,0,5.98,168448,0,0%,0,0,0,2637,23,7.82%,1.77,298,1.65,1,1,87.851,1.7,9.95,Midwest,276.525,1,Restrictive,No Shield Law,1.312881358,-0.032955832,0.0782,Total Ban,Total Ban
SD,2022_08,0,5.75,168448,1,0%,0,0,0,2637,23,7.82%,1.80,304,1.78,1,1,87.851,2.1,9.95,Midwest,275.875,1,Restrictive,No Shield Law,1.463604509,-0.032903851,0.0782,Total Ban,Total Ban
SD,2022_09,0,5.44,168448,2,0%,0,0,0,2637,23,7.76%,1.62,273,1.76,1,1,87.851,1.5,9.95,Midwest,276.549,1,Restrictive,No Shield Law,1.422116195,-0.033557751,0.0776,Total Ban,Total Ban
SD,2022_10,0,5.58,168448,3,0%,0,0,0,2637,23,7.81%,1.69,285,1.68,1,1,87.851,1.7,9.95,Midwest,276.908,1,Restrictive,No Shield Law,1.330670639,-0.033086461,0.0781,Total Ban,Total Ban
SD,2022_11,0,5.31,168448,4,0%,0,0,0,2637,23,7.81%,1.69,284,1.69,1,1,87.851,1.7,9.95,Midwest,276.436,1,Restrictive,No Shield Law,1.355718835,-0.033048715,0.0781,Total Ban,Total Ban
SD,2022_12,0,5.53,168448,5,0%,0,0,0,2637,23,7.76%,1.28,216,1.7,1,1,87.851,2,9.95,Midwest,275.182,1,Restrictive,No Shield Law,1.405698576,-0.033448431,0.0776,Total Ban,Total Ban
SD,2023_01,0,5.37,"170,641",6,0%,0,0,0,2931,22,7.78%,1.47,251,1.62,1,1,88.149,1.9,10.8,Midwest,277.332,1,Restrictive,No Shield Law,1.143742346,-0.0334737,0.0778,Total Ban,Total Ban
SD,2023_02,0,4.81,"170,641",7,0%,0,0,0,2931,22,7.74%,1.51,258,1.73,1,1,88.149,2.3,10.8,Midwest,278.672,1,Restrictive,No Shield Law,1.211020773,-0.033980861,0.0774,Total Ban,Total Ban
SD,2023_03,0,5.4,"170,641",8,0%,0,0,0,2931,22,7.75%,1.38,235,1.78,1,1,88.149,1.8,10.8,Midwest,280.33,1,Restrictive,No Shield Law,1.208160796,-0.034013454,0.0775,Total Ban,Total Ban
SD,2023_04,0,5.34,"170,641",9,0%,0,0,0,2931,22,7.76%,1.24,212,1.71,1,1,88.149,1.9,10.8,Midwest,281.927,1,Restrictive,No Shield Law,1.087245608,-0.034041167,0.0776,Total Ban,Total Ban
SD,2023_05,0,6.22,"170,641",10,0%,0,0,0,2931,22,7.78%,1.66,283,1.74,1,1,88.149,1.8,10.8,Midwest,282.656,1,Restrictive,No Shield Law,1.094003796,-0.033899466,0.0778,Total Ban,Total Ban
SD,2023_06,0,5.44,"170,641",11,0%,0,0,0,2931,22,7.79%,1.76,300,1.79,1,1,88.149,1.9,10.8,Midwest,283.741,1,Restrictive,No Shield Law,1.109412075,-0.033886235,0.0779,Total Ban,Total Ban
SD,2023_07,0.06,5.8,"170,641",12,100%,0,0,0,2931,22,7.85%,1.65,281,1.85,1,1,88.149,1.6,10.8,Midwest,284.64,1,Restrictive,No Shield Law,1.140750362,-0.033358129,0.0785,Total Ban,Total Ban
SD,2023_08,0.06,5.9,"170,641",13,100%,0,0,0,2931,22,7.92%,2.10,359,1.97,1,1,88.149,2,10.8,Midwest,285.122,1,Restrictive,No Shield Law,1.245383349,-0.032696675,0.0792,Total Ban,Total Ban
SD,2023_09,0.06,5.37,"170,641",14,100%,0,0,0,2931,22,7.93%,1.69,288,1.96,1,1,88.149,1.5,10.8,Midwest,285.276,1,Restrictive,No Shield Law,1.230473556,-0.032608991,0.0793,Total Ban,Total Ban
SD,2023_10,0.12,5.45,"170,641",15,100%,0,0,0,2931,22,7.99%,0.76,129,2.1,1,1,88.149,1.7,10.8,Midwest,284.981,1,Restrictive,No Shield Law,1.379878679,-0.031985399,0.0799,Total Ban,Total Ban
SD,2023_11,0.12,5.34,"170,641",16,100%,0,0,0,2931,22,8.02%,0.67,115,2.14,1,1,88.149,1.5,10.8,Midwest,284.539,1,Restrictive,No Shield Law,1.433970421,-0.031650052,0.0802,Total Ban,Total Ban
SD,2023_12,0.12,5.21,"170,641",17,100%,0,0,0,2931,22,8.06%,0.56,96,2.13,1,1,88.149,1.8,10.8,Midwest,283.908,1,Restrictive,No Shield Law,1.444087819,-0.03119959,0.0806,Total Ban,Total Ban
SD,2024_01,0.17,5.58,171607,18,100%,0,0,0,3118,23,8.10%,1.38,236,2.02,1,1,88.586,1.9,11.2,Midwest,284.731,1,Restrictive,No Shield Law,1.141539207,-0.030943614,0.081,Total Ban,Total Ban
SD,2024_02,0.12,5.04,171607,19,100%,0,0,0,3118,23,8.15%,1.66,285,2.15,1,1,88.586,2.3,11.2,Midwest,286.346,1,Restrictive,No Shield Law,1.220050146,-0.030572767,0.0815,Total Ban,Total Ban
SD,2024_03,0.12,5.52,171607,20,100%,0,0,0,3118,23,8.10%,1.33,228,2.31,1,1,88.586,1.7,11.2,Midwest,288.301,1,Restrictive,No Shield Law,1.317721284,-0.031229111,0.081,Total Ban,Total Ban
SD,2024_04,0.12,5.66,171607,21,100%,0,0,0,3118,23,8.14%,1.65,283,2.31,1,1,88.586,1.8,11.2,Midwest,289.718,1,Restrictive,No Shield Law,1.272544814,-0.03094243,0.0814,Total Ban,Total Ban
SD,2024_05,0.17,6.1,171607,22,100%,0,0,0,3118,23,8.15%,1.79,307,2.46,1,1,88.586,1.7,11.2,Midwest,290.355,1,Restrictive,No Shield Law,1.402236126,-0.030893371,0.0815,Total Ban,Total Ban
SD,2024_06,0.17,5.4,171607,23,100%,0,0,0,3118,23,8.18%,1.61,276,2.52,1,1,88.586,1.9,11.2,Midwest,290.779,1,Restrictive,No Shield Law,1.448718255,-0.030627279,0.0818,Total Ban,Total Ban
SD,2024_07,0.17,5.86,171607,24,100%,0,0,0,3118,23,8.19%,1.85,318,2.58,1,1,88.586,1.8,11.2,Midwest,292.256,1,Restrictive,No Shield Law,1.461628879,-0.030645396,0.0819,Total Ban,Total Ban
SD,2024_08,0.17,5.86,171607,25,100%,0,0,0,3118,23,8.19%,1.98,339,2.69,1,1,88.586,2,11.2,Midwest,292.559,1,Restrictive,No Shield Law,1.561968702,-0.030669628,0.0819,Total Ban,Total Ban
SD,2024_09,0.12,5.75,171607,26,100%,0,0,0,3118,23,8.16%,1.83,314,2.63,1,1,88.586,1.5,11.2,Midwest,292.547,1,Restrictive,No Shield Law,1.502351283,-0.030968668,0.0816,Total Ban,Total Ban
SD,2024_10,0.23,5.4,171607,27,100%,0,0,0,3118,23,8.17%,2.12,363,2.78,1,1,88.586,1.6,11.2,Midwest,292.291,1,Restrictive,No Shield Law,1.660513017,-0.030848195,0.0817,Total Ban,Total Ban
SD,2024_11,0.23,5.1,171607,28,100%,0,0,0,3118,23,8.11%,1.63,280,2.77,1,1,88.586,1.7,11.2,Midwest,292.022,1,Restrictive,No Shield Law,1.659089213,-0.031426683,0.0811,Total Ban,Total Ban
SD,2024_12,0.23,5.47,171607,29,100%,0,0,0,3118,23,8.10%,1.61,277,2.82,1,1,88.586,2,11.2,Midwest,292.533,1,Restrictive,No Shield Law,1.692797628,-0.031567548,0.081,Total Ban,Total Ban
TN,2022_04,0.86,4.65,1388097,-3,0%,0,0,22,2545,35,11.73%,1.50,2080,3.32,0,1,91.8,3,7.25,South,279.879,0,Restrictive,No Shield Law,1.373071518,0.005169212,0.1173,Total Ban,Total Ban
TN,2022_05,0.88,4.63,1388097,-2,0%,0,0,22,2545,35,11.62%,1.86,2577,3.42,0,1,91.8,3.1,7.25,South,283.307,0,Restrictive,No Shield Law,1.363780806,0.003795072,0.1162,Total Ban,Total Ban
TN,2022_06,0.75,4.88,1388097,-1,0%,0,0,22,2545,35,11.77%,2.34,3252,3.26,0,1,91.8,4,7.25,South,287.427,0,Restrictive,No Shield Law,1.072427909,0.004965591,0.1177,Total Ban,Total Ban
TN,2022_07,0.2,5.12,1388097,0,0%,0,0,22,2545,35,11.34%,2.07,2878,3.33,0,1,91.8,3.7,7.25,South,287.608,0,Restrictive,No Shield Law,1.136657308,0.000651116,0.1134,Total Ban,Total Ban
TN,2022_08,0.18,5.44,1388097,1,0%,0,0,22,2545,35,11.14%,2.76,3825,3.57,0,1,91.8,3.5,7.25,South,287.168,0,Restrictive,No Shield Law,1.390685288,-0.001313697,0.1114,Total Ban,Total Ban
TN,2022_09,0,5.14,1388097,2,0%,0,0,0,2545,35,11.42%,2.90,4020,3.65,0,1,91.8,3.2,7.25,South,287.656,1,Restrictive,No Shield Law,1.455126983,0.001447277,0.1142,Total Ban,Total Ban
TN,2022_10,0,4.93,1388097,3,0%,0,0,0,2545,35,11.24%,1.97,2741,3.69,0,1,91.8,3.4,7.25,South,288.836,1,Restrictive,No Shield Law,1.457506493,-0.000447089,0.1124,Total Ban,Total Ban
TN,2022_11,0,4.98,1388097,4,0%,0,0,0,2545,35,11.53%,2.06,2865,3.6,0,1,91.8,3.2,7.25,South,288.991,1,Restrictive,No Shield Law,1.362564819,0.002440516,0.1153,Total Ban,Total Ban
TN,2022_12,0,5.24,1388097,5,0%,0,0,0,2545,35,11.46%,2.16,2993,3.63,0,1,91.8,3,7.25,South,288.205,1,Restrictive,No Shield Law,1.417623891,0.001803373,0.1146,Total Ban,Total Ban
TN,2023_01,0,4.94,"1,409,555",6,0%,0,0,0,2797,36,11.24%,2.38,3357,3.71,0,1,92.094,3.6,7.25,South,290.438,1,Restrictive,No Shield Law,1.314543761,-0.000627818,0.1124,Total Ban,Total Ban
TN,2023_02,0,4.5,"1,409,555",7,0%,0,0,0,2797,36,11.42%,2.17,3056,3.78,0,1,92.094,3.4,7.25,South,292.285,1,Restrictive,No Shield Law,1.32565813,0.001024475,0.1142,Total Ban,Total Ban
TN,2023_03,0,4.87,"1,409,555",8,0%,0,0,0,2797,36,11.25%,2.24,3151,3.73,0,1,92.094,3.2,7.25,South,293.358,1,Restrictive,No Shield Law,1.241448989,-0.000761334,0.1125,Total Ban,Total Ban
TN,2023_04,0,4.49,"1,409,555",9,0%,0,0,0,2797,36,10.81%,1.49,2099,3.76,0,1,92.094,2.7,7.25,South,295.315,1,Restrictive,No Shield Law,1.209056363,-0.005317837,0.1081,Total Ban,Total Ban
TN,2023_05,0,4.84,"1,409,555",10,0%,0,0,0,2797,36,10.89%,1.81,2555,4.38,0,1,92.094,3.1,7.25,South,295.889,1,Restrictive,No Shield Law,1.810756227,-0.00456374,0.1089,Total Ban,Total Ban
TN,2023_06,0,4.96,"1,409,555",11,0%,0,0,0,2797,36,10.50%,2.03,2867,3.66,0,1,92.094,3.7,7.25,South,296.789,1,Restrictive,No Shield Law,1.062062632,-0.008535714,0.105,Total Ban,Total Ban
TN,2023_07,0.16,5.17,"1,409,555",12,100%,0,0,0,2797,36,9.16%,2.29,3223,3.58,0,1,92.094,3.5,7.25,South,297.279,1,Restrictive,No Shield Law,0.966440565,-0.0219749,0.0916,Total Ban,Total Ban
TN,2023_08,0.19,5.45,"1,409,555",13,100%,0,0,0,2797,36,9.98%,2.59,3651,3.24,0,1,92.094,3.3,7.25,South,298.975,1,Restrictive,No Shield Law,0.572369081,-0.013910531,0.0998,Total Ban,Total Ban
TN,2023_09,0.18,4.93,"1,409,555",14,100%,0,0,0,2797,36,9.75%,2.41,3400,2.45,0,1,92.094,3.3,7.25,South,299.657,1,Restrictive,No Shield Law,-0.239374287,-0.016265072,0.0975,Total Ban,Total Ban
TN,2023_10,0.22,5.02,"1,409,555",15,100%,0,0,0,2797,36,9.67%,0.87,1229,3.29,0,1,92.094,3.3,7.25,South,299.394,1,Restrictive,No Shield Law,0.609010619,-0.017044039,0.0967,Total Ban,Total Ban
